dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,popData2018
4/8/2020,4,8,2020,77,0,Denmark,DK,DNK,5806081,Europe,5806081
3/8/2020,3,8,2020,207,1,Denmark,DK,DNK,5806081,Europe,5806081
2/8/2020,2,8,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
1/8/2020,1,8,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
31/7/2020,31,7,2020,64,0,Denmark,DK,DNK,5806081,Europe,5806081
30/7/2020,30,7,2020,91,1,Denmark,DK,DNK,5806081,Europe,5806081
29/7/2020,29,7,2020,57,1,Denmark,DK,DNK,5806081,Europe,5806081
28/7/2020,28,7,2020,30,0,Denmark,DK,DNK,5806081,Europe,5806081
27/7/2020,27,7,2020,109,0,Denmark,DK,DNK,5806081,Europe,5806081
26/7/2020,26,7,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
25/7/2020,25,7,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
24/7/2020,24,7,2020,48,1,Denmark,DK,DNK,5806081,Europe,5806081
23/7/2020,23,7,2020,42,1,Denmark,DK,DNK,5806081,Europe,5806081
22/7/2020,22,7,2020,46,0,Denmark,DK,DNK,5806081,Europe,5806081
21/7/2020,21,7,2020,40,0,Denmark,DK,DNK,5806081,Europe,5806081
20/7/2020,20,7,2020,89,0,Denmark,DK,DNK,5806081,Europe,5806081
19/7/2020,19,7,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
18/7/2020,18,7,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
17/7/2020,17,7,2020,49,1,Denmark,DK,DNK,5806081,Europe,5806081
16/7/2020,16,7,2020,32,0,Denmark,DK,DNK,5806081,Europe,5806081
15/7/2020,15,7,2020,31,0,Denmark,DK,DNK,5806081,Europe,5806081
14/7/2020,14,7,2020,24,0,Denmark,DK,DNK,5806081,Europe,5806081
13/7/2020,13,7,2020,91,1,Denmark,DK,DNK,5806081,Europe,5806081
12/7/2020,12,7,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
11/7/2020,11,7,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
10/7/2020,10,7,2020,30,0,Denmark,DK,DNK,5806081,Europe,5806081
9/7/2020,9,7,2020,16,0,Denmark,DK,DNK,5806081,Europe,5806081
8/7/2020,8,7,2020,12,0,Denmark,DK,DNK,5806081,Europe,5806081
7/7/2020,7,7,2020,10,2,Denmark,DK,DNK,5806081,Europe,5806081
6/7/2020,6,7,2020,46,1,Denmark,DK,DNK,5806081,Europe,5806081
5/7/2020,5,7,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
4/7/2020,4,7,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
3/7/2020,3,7,2020,17,0,Denmark,DK,DNK,5806081,Europe,5806081
2/7/2020,2,7,2020,21,0,Denmark,DK,DNK,5806081,Europe,5806081
1/7/2020,1,7,2020,26,1,Denmark,DK,DNK,5806081,Europe,5806081
30/6/2020,30,6,2020,17,0,Denmark,DK,DNK,5806081,Europe,5806081
29/6/2020,29,6,2020,76,1,Denmark,DK,DNK,5806081,Europe,5806081
28/6/2020,28,6,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
27/6/2020,27,6,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
26/6/2020,26,6,2020,39,1,Denmark,DK,DNK,5806081,Europe,5806081
25/6/2020,25,6,2020,21,0,Denmark,DK,DNK,5806081,Europe,5806081
24/6/2020,24,6,2020,54,0,Denmark,DK,DNK,5806081,Europe,5806081
23/6/2020,23,6,2020,34,1,Denmark,DK,DNK,5806081,Europe,5806081
22/6/2020,22,6,2020,136,2,Denmark,DK,DNK,5806081,Europe,5806081
21/6/2020,21,6,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
20/6/2020,20,6,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
19/6/2020,19,6,2020,47,0,Denmark,DK,DNK,5806081,Europe,5806081
18/6/2020,18,6,2020,50,2,Denmark,DK,DNK,5806081,Europe,5806081
17/6/2020,17,6,2020,44,0,Denmark,DK,DNK,5806081,Europe,5806081
16/6/2020,16,6,2020,33,0,Denmark,DK,DNK,5806081,Europe,5806081
15/6/2020,15,6,2020,24,1,Denmark,DK,DNK,5806081,Europe,5806081
14/6/2020,14,6,2020,54,0,Denmark,DK,DNK,5806081,Europe,5806081
13/6/2020,13,6,2020,40,3,Denmark,DK,DNK,5806081,Europe,5806081
12/6/2020,12,6,2020,64,1,Denmark,DK,DNK,5806081,Europe,5806081
11/6/2020,11,6,2020,19,0,Denmark,DK,DNK,5806081,Europe,5806081
10/6/2020,10,6,2020,15,0,Denmark,DK,DNK,5806081,Europe,5806081
9/6/2020,9,6,2020,39,0,Denmark,DK,DNK,5806081,Europe,5806081
8/6/2020,8,6,2020,14,4,Denmark,DK,DNK,5806081,Europe,5806081
7/6/2020,7,6,2020,24,2,Denmark,DK,DNK,5806081,Europe,5806081
6/6/2020,6,6,2020,49,1,Denmark,DK,DNK,5806081,Europe,5806081
5/6/2020,5,6,2020,64,4,Denmark,DK,DNK,5806081,Europe,5806081
4/6/2020,4,6,2020,40,2,Denmark,DK,DNK,5806081,Europe,5806081
3/6/2020,3,6,2020,37,0,Denmark,DK,DNK,5806081,Europe,5806081
2/6/2020,2,6,2020,35,4,Denmark,DK,DNK,5806081,Europe,5806081
1/6/2020,1,6,2020,30,2,Denmark,DK,DNK,5806081,Europe,5806081
31/5/2020,31,5,2020,36,3,Denmark,DK,DNK,5806081,Europe,5806081
30/5/2020,30,5,2020,40,3,Denmark,DK,DNK,5806081,Europe,5806081
29/5/2020,29,5,2020,81,0,Denmark,DK,DNK,5806081,Europe,5806081
28/5/2020,28,5,2020,32,3,Denmark,DK,DNK,5806081,Europe,5806081
27/5/2020,27,5,2020,52,2,Denmark,DK,DNK,5806081,Europe,5806081
26/5/2020,26,5,2020,41,0,Denmark,DK,DNK,5806081,Europe,5806081
25/5/2020,25,5,2020,27,1,Denmark,DK,DNK,5806081,Europe,5806081
24/5/2020,24,5,2020,71,1,Denmark,DK,DNK,5806081,Europe,5806081
23/5/2020,23,5,2020,59,0,Denmark,DK,DNK,5806081,Europe,5806081
22/5/2020,22,5,2020,48,0,Denmark,DK,DNK,5806081,Europe,5806081
21/5/2020,21,5,2020,65,7,Denmark,DK,DNK,5806081,Europe,5806081
20/5/2020,20,5,2020,73,3,Denmark,DK,DNK,5806081,Europe,5806081
19/5/2020,19,5,2020,76,3,Denmark,DK,DNK,5806081,Europe,5806081
18/5/2020,18,5,2020,41,1,Denmark,DK,DNK,5806081,Europe,5806081
17/5/2020,17,5,2020,69,4,Denmark,DK,DNK,5806081,Europe,5806081
16/5/2020,16,5,2020,67,6,Denmark,DK,DNK,5806081,Europe,5806081
15/5/2020,15,5,2020,78,0,Denmark,DK,DNK,5806081,Europe,5806081
14/5/2020,14,5,2020,46,4,Denmark,DK,DNK,5806081,Europe,5806081
13/5/2020,13,5,2020,76,6,Denmark,DK,DNK,5806081,Europe,5806081
12/5/2020,12,5,2020,78,0,Denmark,DK,DNK,5806081,Europe,5806081
11/5/2020,11,5,2020,84,0,Denmark,DK,DNK,5806081,Europe,5806081
10/5/2020,10,5,2020,110,1,Denmark,DK,DNK,5806081,Europe,5806081
9/5/2020,9,5,2020,101,4,Denmark,DK,DNK,5806081,Europe,5806081
8/5/2020,8,5,2020,135,8,Denmark,DK,DNK,5806081,Europe,5806081
7/5/2020,7,5,2020,145,8,Denmark,DK,DNK,5806081,Europe,5806081
6/5/2020,6,5,2020,117,3,Denmark,DK,DNK,5806081,Europe,5806081
5/5/2020,5,5,2020,151,10,Denmark,DK,DNK,5806081,Europe,5806081
4/5/2020,4,5,2020,147,9,Denmark,DK,DNK,5806081,Europe,5806081
3/5/2020,3,5,2020,116,9,Denmark,DK,DNK,5806081,Europe,5806081
2/5/2020,2,5,2020,96,15,Denmark,DK,DNK,5806081,Europe,5806081
1/5/2020,1,5,2020,153,8,Denmark,DK,DNK,5806081,Europe,5806081
30/4/2020,30,4,2020,150,9,Denmark,DK,DNK,5806081,Europe,5806081
29/4/2020,29,4,2020,157,9,Denmark,DK,DNK,5806081,Europe,5806081
28/4/2020,28,4,2020,153,7,Denmark,DK,DNK,5806081,Europe,5806081
27/4/2020,27,4,2020,123,5,Denmark,DK,DNK,5806081,Europe,5806081
26/4/2020,26,4,2020,130,4,Denmark,DK,DNK,5806081,Europe,5806081
25/4/2020,25,4,2020,235,15,Denmark,DK,DNK,5806081,Europe,5806081
24/4/2020,24,4,2020,137,9,Denmark,DK,DNK,5806081,Europe,5806081
23/4/2020,23,4,2020,161,10,Denmark,DK,DNK,5806081,Europe,5806081
22/4/2020,22,4,2020,217,14,Denmark,DK,DNK,5806081,Europe,5806081
21/4/2020,21,4,2020,180,6,Denmark,DK,DNK,5806081,Europe,5806081
20/4/2020,20,4,2020,131,9,Denmark,DK,DNK,5806081,Europe,5806081
19/4/2020,19,4,2020,142,9,Denmark,DK,DNK,5806081,Europe,5806081
18/4/2020,18,4,2020,169,10,Denmark,DK,DNK,5806081,Europe,5806081
17/4/2020,17,4,2020,194,15,Denmark,DK,DNK,5806081,Europe,5806081
16/4/2020,16,4,2020,198,12,Denmark,DK,DNK,5806081,Europe,5806081
15/4/2020,15,4,2020,170,10,Denmark,DK,DNK,5806081,Europe,5806081
14/4/2020,14,4,2020,193,14,Denmark,DK,DNK,5806081,Europe,5806081
13/4/2020,13,4,2020,144,12,Denmark,DK,DNK,5806081,Europe,5806081
12/4/2020,12,4,2020,178,13,Denmark,DK,DNK,5806081,Europe,5806081
11/4/2020,11,4,2020,177,13,Denmark,DK,DNK,5806081,Europe,5806081
10/4/2020,10,4,2020,184,10,Denmark,DK,DNK,5806081,Europe,5806081
9/4/2020,9,4,2020,233,19,Denmark,DK,DNK,5806081,Europe,5806081
8/4/2020,8,4,2020,331,15,Denmark,DK,DNK,5806081,Europe,5806081
7/4/2020,7,4,2020,390,16,Denmark,DK,DNK,5806081,Europe,5806081
6/4/2020,6,4,2020,312,8,Denmark,DK,DNK,5806081,Europe,5806081
5/4/2020,5,4,2020,292,18,Denmark,DK,DNK,5806081,Europe,5806081
4/4/2020,4,4,2020,320,22,Denmark,DK,DNK,5806081,Europe,5806081
3/4/2020,3,4,2020,371,16,Denmark,DK,DNK,5806081,Europe,5806081
2/4/2020,2,4,2020,279,19,Denmark,DK,DNK,5806081,Europe,5806081
1/4/2020,1,4,2020,247,14,Denmark,DK,DNK,5806081,Europe,5806081
31/3/2020,31,3,2020,283,13,Denmark,DK,DNK,5806081,Europe,5806081
30/3/2020,30,3,2020,182,5,Denmark,DK,DNK,5806081,Europe,5806081
29/3/2020,29,3,2020,194,7,Denmark,DK,DNK,5806081,Europe,5806081
28/3/2020,28,3,2020,155,13,Denmark,DK,DNK,5806081,Europe,5806081
27/3/2020,27,3,2020,169,11,Denmark,DK,DNK,5806081,Europe,5806081
26/3/2020,26,3,2020,153,7,Denmark,DK,DNK,5806081,Europe,5806081
25/3/2020,25,3,2020,133,2,Denmark,DK,DNK,5806081,Europe,5806081
24/3/2020,24,3,2020,131,8,Denmark,DK,DNK,5806081,Europe,5806081
23/3/2020,23,3,2020,65,11,Denmark,DK,DNK,5806081,Europe,5806081
22/3/2020,22,3,2020,69,0,Denmark,DK,DNK,5806081,Europe,5806081
21/3/2020,21,3,2020,71,4,Denmark,DK,DNK,5806081,Europe,5806081
20/3/2020,20,3,2020,104,3,Denmark,DK,DNK,5806081,Europe,5806081
19/3/2020,19,3,2020,94,2,Denmark,DK,DNK,5806081,Europe,5806081
18/3/2020,18,3,2020,80,0,Denmark,DK,DNK,5806081,Europe,5806081
17/3/2020,17,3,2020,63,0,Denmark,DK,DNK,5806081,Europe,5806081
16/3/2020,16,3,2020,50,2,Denmark,DK,DNK,5806081,Europe,5806081
15/3/2020,15,3,2020,28,1,Denmark,DK,DNK,5806081,Europe,5806081
14/3/2020,14,3,2020,32,1,Denmark,DK,DNK,5806081,Europe,5806081
13/3/2020,13,3,2020,130,0,Denmark,DK,DNK,5806081,Europe,5806081
12/3/2020,12,3,2020,160,0,Denmark,DK,DNK,5806081,Europe,5806081
11/3/2020,11,3,2020,252,0,Denmark,DK,DNK,5806081,Europe,5806081
10/3/2020,10,3,2020,172,0,Denmark,DK,DNK,5806081,Europe,5806081
9/3/2020,9,3,2020,55,0,Denmark,DK,DNK,5806081,Europe,5806081
8/3/2020,8,3,2020,8,0,Denmark,DK,DNK,5806081,Europe,5806081
7/3/2020,7,3,2020,6,0,Denmark,DK,DNK,5806081,Europe,5806081
6/3/2020,6,3,2020,2,0,Denmark,DK,DNK,5806081,Europe,5806081
5/3/2020,5,3,2020,5,0,Denmark,DK,DNK,5806081,Europe,5806081
4/3/2020,4,3,2020,4,0,Denmark,DK,DNK,5806081,Europe,5806081
3/3/2020,3,3,2020,6,0,Denmark,DK,DNK,5806081,Europe,5806081
2/3/2020,2,3,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
1/3/2020,1,3,2020,1,0,Denmark,DK,DNK,5806081,Europe,5806081
29/2/2020,29,2,2020,1,0,Denmark,DK,DNK,5806081,Europe,5806081
28/2/2020,28,2,2020,1,0,Denmark,DK,DNK,5806081,Europe,5806081
27/2/2020,27,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
26/2/2020,26,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
25/2/2020,25,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
24/2/2020,24,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
23/2/2020,23,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
22/2/2020,22,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
21/2/2020,21,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
20/2/2020,20,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
19/2/2020,19,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
18/2/2020,18,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
17/2/2020,17,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
16/2/2020,16,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
15/2/2020,15,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
14/2/2020,14,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
13/2/2020,13,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
12/2/2020,12,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
11/2/2020,11,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
10/2/2020,10,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
9/2/2020,9,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
8/2/2020,8,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
7/2/2020,7,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
6/2/2020,6,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
5/2/2020,5,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
4/2/2020,4,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
3/2/2020,3,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
2/2/2020,2,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
1/2/2020,1,2,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
31/1/2020,31,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
30/1/2020,30,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
29/1/2020,29,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
28/1/2020,28,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
27/1/2020,27,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
26/1/2020,26,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
25/1/2020,25,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
24/1/2020,24,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
23/1/2020,23,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
22/1/2020,22,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
21/1/2020,21,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
20/1/2020,20,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
19/1/2020,19,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
18/1/2020,18,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
17/1/2020,17,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
16/1/2020,16,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
15/1/2020,15,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
14/1/2020,14,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
13/1/2020,13,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
12/1/2020,12,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
11/1/2020,11,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
10/1/2020,10,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
9/1/2020,9,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
8/1/2020,8,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
7/1/2020,7,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
6/1/2020,6,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
5/1/2020,5,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
4/1/2020,4,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
3/1/2020,3,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
2/1/2020,2,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
1/1/2020,1,1,2020,0,0,Denmark,DK,DNK,5806081,Europe,5806081
31/12/2019,31,12,2019,0,0,Denmark,DK,DNK,5806081,Europe,5806081
2/12/2020,2,12,2020,14064,425,France,FR,FRA,67012883,Europe,67012883
1/12/2020,1,12,2020,8083,466,France,FR,FRA,67012883,Europe,67012883
30/11/2020,30,11,2020,4005,509,France,FR,FRA,67012883,Europe,67012883
29/11/2020,29,11,2020,9784,301,France,FR,FRA,67012883,Europe,67012883
28/11/2020,28,11,2020,12580,316,France,FR,FRA,67012883,Europe,67012883
27/11/2020,27,11,2020,12459,581,France,FR,FRA,67012883,Europe,67012883
26/11/2020,26,11,2020,13563,527,France,FR,FRA,67012883,Europe,67012883
25/11/2020,25,11,2020,16282,569,France,FR,FRA,67012883,Europe,67012883
24/11/2020,24,11,2020,9155,592,France,FR,FRA,67012883,Europe,67012883
23/11/2020,23,11,2020,4452,638,France,FR,FRA,67012883,Europe,67012883
22/11/2020,22,11,2020,13157,352,France,FR,FRA,67012883,Europe,67012883
21/11/2020,21,11,2020,17881,390,France,FR,FRA,67012883,Europe,67012883
20/11/2020,20,11,2020,22882,634,France,FR,FRA,67012883,Europe,67012883
19/11/2020,19,11,2020,21150,681,France,FR,FRA,67012883,Europe,67012883
18/11/2020,18,11,2020,28383,677,France,FR,FRA,67012883,Europe,67012883
17/11/2020,17,11,2020,14524,625,France,FR,FRA,67012883,Europe,67012883
16/11/2020,16,11,2020,11343,704,France,FR,FRA,67012883,Europe,67012883
15/11/2020,15,11,2020,29165,500,France,FR,FRA,67012883,Europe,67012883
14/11/2020,14,11,2020,34032,552,France,FR,FRA,67012883,Europe,67012883
13/11/2020,13,11,2020,25731,932,France,FR,FRA,67012883,Europe,67012883
12/11/2020,12,11,2020,35109,425,France,FR,FRA,67012883,Europe,67012883
11/11/2020,11,11,2020,37816,328,France,FR,FRA,67012883,Europe,67012883
10/11/2020,10,11,2020,24117,857,France,FR,FRA,67012883,Europe,67012883
9/11/2020,9,11,2020,22092,548,France,FR,FRA,67012883,Europe,67012883
8/11/2020,8,11,2020,40556,322,France,FR,FRA,67012883,Europe,67012883
7/11/2020,7,11,2020,88790,356,France,FR,FRA,67012883,Europe,67012883
6/11/2020,6,11,2020,62424,880,France,FR,FRA,67012883,Europe,67012883
5/11/2020,5,11,2020,59984,415,France,FR,FRA,67012883,Europe,67012883
4/11/2020,4,11,2020,42496,437,France,FR,FRA,67012883,Europe,67012883
3/11/2020,3,11,2020,38268,906,France,FR,FRA,67012883,Europe,67012883
2/11/2020,2,11,2020,54456,467,France,FR,FRA,67012883,Europe,67012883
1/11/2020,1,11,2020,48227,231,France,FR,FRA,67012883,Europe,67012883
31/10/2020,31,10,2020,35641,223,France,FR,FRA,67012883,Europe,67012883
30/10/2020,30,10,2020,49215,545,France,FR,FRA,67012883,Europe,67012883
29/10/2020,29,10,2020,47637,235,France,FR,FRA,67012883,Europe,67012883
28/10/2020,28,10,2020,36437,244,France,FR,FRA,67012883,Europe,67012883
27/10/2020,27,10,2020,33417,523,France,FR,FRA,67012883,Europe,67012883
26/10/2020,26,10,2020,26771,257,France,FR,FRA,67012883,Europe,67012883
25/10/2020,25,10,2020,52010,116,France,FR,FRA,67012883,Europe,67012883
24/10/2020,24,10,2020,45422,137,France,FR,FRA,67012883,Europe,67012883
23/10/2020,23,10,2020,42032,298,France,FR,FRA,67012883,Europe,67012883
22/10/2020,22,10,2020,41622,162,France,FR,FRA,67012883,Europe,67012883
21/10/2020,21,10,2020,26676,163,France,FR,FRA,67012883,Europe,67012883
20/10/2020,20,10,2020,20468,262,France,FR,FRA,67012883,Europe,67012883
19/10/2020,19,10,2020,13243,146,France,FR,FRA,67012883,Europe,67012883
18/10/2020,18,10,2020,29837,85,France,FR,FRA,67012883,Europe,67012883
17/10/2020,17,10,2020,32427,89,France,FR,FRA,67012883,Europe,67012883
16/10/2020,16,10,2020,25086,178,France,FR,FRA,67012883,Europe,67012883
15/10/2020,15,10,2020,30621,88,France,FR,FRA,67012883,Europe,67012883
14/10/2020,14,10,2020,22591,104,France,FR,FRA,67012883,Europe,67012883
13/10/2020,13,10,2020,12993,108,France,FR,FRA,67012883,Europe,67012883
12/10/2020,12,10,2020,8505,95,France,FR,FRA,67012883,Europe,67012883
11/10/2020,11,10,2020,16101,46,France,FR,FRA,67012883,Europe,67012883
10/10/2020,10,10,2020,26896,54,France,FR,FRA,67012883,Europe,67012883
9/10/2020,9,10,2020,20339,109,France,FR,FRA,67012883,Europe,67012883
8/10/2020,8,10,2020,18129,76,France,FR,FRA,67012883,Europe,67012883
7/10/2020,7,10,2020,18746,80,France,FR,FRA,67012883,Europe,67012883
6/10/2020,6,10,2020,10489,66,France,FR,FRA,67012883,Europe,67012883
5/10/2020,5,10,2020,5084,69,France,FR,FRA,67012883,Europe,67012883
4/10/2020,4,10,2020,12565,32,France,FR,FRA,67012883,Europe,67012883
3/10/2020,3,10,2020,16972,49,France,FR,FRA,67012883,Europe,67012883
2/10/2020,2,10,2020,12148,130,France,FR,FRA,67012883,Europe,67012883
1/10/2020,1,10,2020,13970,63,France,FR,FRA,67012883,Europe,67012883
30/9/2020,30,9,2020,12845,63,France,FR,FRA,67012883,Europe,67012883
29/9/2020,29,9,2020,8051,85,France,FR,FRA,67012883,Europe,67012883
28/9/2020,28,9,2020,4070,81,France,FR,FRA,67012883,Europe,67012883
27/9/2020,27,9,2020,11123,27,France,FR,FRA,67012883,Europe,67012883
26/9/2020,26,9,2020,14412,39,France,FR,FRA,67012883,Europe,67012883
25/9/2020,25,9,2020,15797,150,France,FR,FRA,67012883,Europe,67012883
24/9/2020,24,9,2020,16096,52,France,FR,FRA,67012883,Europe,67012883
23/9/2020,23,9,2020,13072,43,France,FR,FRA,67012883,Europe,67012883
22/9/2020,22,9,2020,10008,78,France,FR,FRA,67012883,Europe,67012883
21/9/2020,21,9,2020,5298,53,France,FR,FRA,67012883,Europe,67012883
20/9/2020,20,9,2020,10569,11,France,FR,FRA,67012883,Europe,67012883
19/9/2020,19,9,2020,13498,26,France,FR,FRA,67012883,Europe,67012883
18/9/2020,18,9,2020,13215,153,France,FR,FRA,67012883,Europe,67012883
17/9/2020,17,9,2020,10593,50,France,FR,FRA,67012883,Europe,67012883
16/9/2020,16,9,2020,9784,46,France,FR,FRA,67012883,Europe,67012883
15/9/2020,15,9,2020,7852,49,France,FR,FRA,67012883,Europe,67012883
14/9/2020,14,9,2020,6158,34,France,FR,FRA,67012883,Europe,67012883
13/9/2020,13,9,2020,7183,6,France,FR,FRA,67012883,Europe,67012883
12/9/2020,12,9,2020,10561,17,France,FR,FRA,67012883,Europe,67012883
11/9/2020,11,9,2020,9406,80,France,FR,FRA,67012883,Europe,67012883
10/9/2020,10,9,2020,9843,19,France,FR,FRA,67012883,Europe,67012883
9/9/2020,9,9,2020,8577,30,France,FR,FRA,67012883,Europe,67012883
8/9/2020,8,9,2020,6544,38,France,FR,FRA,67012883,Europe,67012883
7/9/2020,7,9,2020,4203,25,France,FR,FRA,67012883,Europe,67012883
6/9/2020,6,9,2020,7071,3,France,FR,FRA,67012883,Europe,67012883
5/9/2020,5,9,2020,8550,12,France,FR,FRA,67012883,Europe,67012883
4/9/2020,4,9,2020,8975,0,France,FR,FRA,67012883,Europe,67012883
3/9/2020,3,9,2020,7157,0,France,FR,FRA,67012883,Europe,67012883
2/9/2020,2,9,2020,7017,25,France,FR,FRA,67012883,Europe,67012883
1/9/2020,1,9,2020,4982,26,France,FR,FRA,67012883,Europe,67012883
31/8/2020,31,8,2020,3082,29,France,FR,FRA,67012883,Europe,67012883
30/8/2020,30,8,2020,5413,4,France,FR,FRA,67012883,Europe,67012883
29/8/2020,29,8,2020,5453,6,France,FR,FRA,67012883,Europe,67012883
28/8/2020,28,8,2020,7379,20,France,FR,FRA,67012883,Europe,67012883
27/8/2020,27,8,2020,6111,32,France,FR,FRA,67012883,Europe,67012883
26/8/2020,26,8,2020,5429,0,France,FR,FRA,67012883,Europe,67012883
25/8/2020,25,8,2020,3304,16,France,FR,FRA,67012883,Europe,67012883
24/8/2020,24,8,2020,1955,15,France,FR,FRA,67012883,Europe,67012883
23/8/2020,23,8,2020,4897,1,France,FR,FRA,67012883,Europe,67012883
22/8/2020,22,8,2020,3602,9,France,FR,FRA,67012883,Europe,67012883
21/8/2020,21,8,2020,4586,23,France,FR,FRA,67012883,Europe,67012883
20/8/2020,20,8,2020,4771,12,France,FR,FRA,67012883,Europe,67012883
19/8/2020,19,8,2020,3776,17,France,FR,FRA,67012883,Europe,67012883
18/8/2020,18,8,2020,2238,17,France,FR,FRA,67012883,Europe,67012883
17/8/2020,17,8,2020,493,24,France,FR,FRA,67012883,Europe,67012883
16/8/2020,16,8,2020,3015,1,France,FR,FRA,67012883,Europe,67012883
15/8/2020,15,8,2020,3310,4,France,FR,FRA,67012883,Europe,67012883
14/8/2020,14,8,2020,2846,17,France,FR,FRA,67012883,Europe,67012883
13/8/2020,13,8,2020,2669,17,France,FR,FRA,67012883,Europe,67012883
12/8/2020,12,8,2020,2524,17,France,FR,FRA,67012883,Europe,67012883
11/8/2020,11,8,2020,1397,14,France,FR,FRA,67012883,Europe,67012883
10/8/2020,10,8,2020,785,14,France,FR,FRA,67012883,Europe,67012883
9/8/2020,9,8,2020,2034,1,France,FR,FRA,67012883,Europe,67012883
8/8/2020,8,8,2020,2035,1,France,FR,FRA,67012883,Europe,67012883
7/8/2020,7,8,2020,2288,12,France,FR,FRA,67012883,Europe,67012883
6/8/2020,6,8,2020,1604,7,France,FR,FRA,67012883,Europe,67012883
